City/Town,Ward,Precinct,Democratic,Republican, Libertarian ,Green-Rainbow,All Others,No Preference,Blanks,Total Votes Cast
Saugus, -,7,819.00,955.00,15.00,2.00,3.00,0.00,14.00,1808.00
Saugus, -,8,787.00,715.00,7.00,4.00,2.00,0.00,17.00,1532.00
Saugus, -,9,870.00,923.00,16.00,6.00,4.00,0.00,4.00,1823.00
Saugus, -,10,760.00,656.00,15.00,3.00,4.00,0.00,7.00,1445.00
Savoy, -,1,226.00,161.00,7.00,4.00,1.00,0.00,28.00,427.00
Scituate, -,1,1427.00,852.00,31.00,12.00,17.00,0.00,27.00,2366.00
Scituate, -,2,1407.00,775.00,34.00,7.00,12.00,0.00,20.00,2255.00
Scituate, -,3,1523.00,697.00,34.00,5.00,11.00,0.00,21.00,2291.00
Scituate, -,4,1409.00,825.00,34.00,7.00,9.00,0.00,22.00,2306.00
Scituate, -,5,1441.00,687.00,26.00,11.00,7.00,0.00,22.00,2194.00
Scituate, -,6,1401.00,778.00,26.00,12.00,13.00,0.00,23.00,2253.00
Seekonk, -,1,1076.00,986.00,27.00,10.00,8.00,0.00,10.00,2117.00
Seekonk, -,2,1340.00,984.00,28.00,13.00,13.00,0.00,13.00,2391.00
Seekonk, -,3,1204.00,1014.00,31.00,4.00,10.00,0.00,11.00,2274.00
Seekonk, -,4,1166.00,986.00,35.00,7.00,13.00,0.00,14.00,2221.00
Sharon, -,1,1812.00,560.00,43.00,11.00,12.00,0.00,15.00,2453.00
Sharon, -,2,1667.00,529.00,23.00,6.00,15.00,0.00,11.00,2251.00
Sharon, -,3,1829.00,502.00,25.00,12.00,10.00,0.00,14.00,2392.00
Sharon, -,4,1873.00,463.00,36.00,9.00,8.00,0.00,18.00,2407.00
Sharon, -,5,1597.00,549.00,12.00,11.00,3.00,0.00,20.00,2192.00
Sheffield, -,1,1542.00,578.00,21.00,15.00,6.00,0.00,12.00,2174.00
Shelburne, -,1,927.00,209.00,24.00,8.00,6.00,0.00,68.00,1242.00
Sherborn, -,1,2267.00,579.00,72.00,15.00,30.00,0.00,28.00,2991.00
Shirley, -,1,2100.00,1493.00,67.00,22.00,18.00,0.00,17.00,3717.00
Shrewsbury, -,1,1528.00,902.00,25.00,7.00,11.00,0.00,16.00,2489.00
Shrewsbury, -,2,1348.00,732.00,34.00,12.00,8.00,0.00,16.00,2150.00
Shrewsbury, -,3,1021.00,640.00,16.00,14.00,9.00,0.00,21.00,1721.00
Shrewsbury, -,4,1315.00,783.00,27.00,12.00,3.00,0.00,21.00,2161.00
Shrewsbury, -,5,1243.00,505.00,25.00,17.00,4.00,0.00,18.00,1812.00
Shrewsbury, -,6,1413.00,711.00,38.00,9.00,5.00,0.00,17.00,2193.00
Shrewsbury, -,7,1660.00,873.00,36.00,20.00,17.00,0.00,25.00,2631.00
Shrewsbury, -,8,1617.00,797.00,27.00,8.00,18.00,0.00,22.00,2489.00
Shrewsbury, -,9,1044.00,449.00,17.00,3.00,10.00,0.00,14.00,1537.00
Shrewsbury, -,10,1401.00,666.00,35.00,5.00,11.00,0.00,19.00,2137.00
Shutesbury, -,1,1154.00,144.00,13.00,13.00,6.00,0.00,9.00,1339.00
Somerset, -,1,1225.00,1083.00,31.00,5.00,7.00,0.00,15.00,2366.00
Somerset, -,2,1228.00,1045.00,21.00,9.00,3.00,0.00,23.00,2329.00
Somerset, -,3,1264.00,1028.00,29.00,14.00,1.00,0.00,18.00,2354.00
Somerset, -,4,1085.00,937.00,21.00,10.00,2.00,0.00,11.00,2066.00
Somerset, -,5,1013.00,1020.00,33.00,7.00,1.00,0.00,23.00,2097.00
Somerville,1,1,1093.00,237.00,17.00,12.00,5.00,0.00,11.00,1375.00
Somerville,1,2,1854.00,358.00,18.00,13.00,8.00,0.00,13.00,2264.00
Somerville,1,3,1203.00,223.00,6.00,10.00,5.00,0.00,7.00,1454.00
Somerville,2,1,1766.00,140.00,18.00,18.00,13.00,0.00,5.00,1960.00
Somerville,2,2,2072.00,163.00,17.00,19.00,16.00,0.00,9.00,2296.00
Somerville,2,3,2042.00,193.00,17.00,18.00,10.00,0.00,2.00,2282.00
Somerville,3,1,1755.00,183.00,17.00,18.00,12.00,0.00,8.00,1993.00
Somerville,3,2,1785.00,195.00,21.00,16.00,12.00,0.00,8.00,2037.00
Somerville,3,3,2099.00,184.00,19.00,22.00,15.00,0.00,11.00,2350.00
Somerville,4,1,1124.00,265.00,6.00,11.00,6.00,0.00,6.00,1418.00
Somerville,4,2,1435.00,214.00,13.00,15.00,9.00,0.00,12.00,1698.00
Somerville,4,3,1698.00,246.00,13.00,9.00,12.00,0.00,5.00,1983.00
Somerville,5,1,1876.00,275.00,14.00,22.00,15.00,0.00,9.00,2211.00
Somerville,5,2,2213.00,192.00,19.00,19.00,12.00,0.00,7.00,2462.00
Somerville,5,3,2086.00,191.00,22.00,21.00,10.00,0.00,8.00,2338.00
Somerville,6,1,2350.00,156.00,21.00,15.00,13.00,0.00,10.00,2565.00
Somerville,6,2,2136.00,140.00,21.00,22.00,6.00,0.00,11.00,2336.00
Somerville,6,3,1094.00,107.00,5.00,8.00,6.00,0.00,3.00,1223.00
Somerville,7,1,2042.00,172.00,19.00,17.00,14.00,0.00,8.00,2272.00
Somerville,7,2,1691.00,176.00,17.00,13.00,2.00,0.00,15.00,1914.00
Somerville,7,3,1613.00,273.00,26.00,14.00,11.00,0.00,11.00,1948.00
S. Hadley, -,A,1364.00,657.00,34.00,17.00,6.00,0.00,7.00,2085.00
S. Hadley, -,B,1470.00,678.00,31.00,14.00,6.00,0.00,16.00,2215.00
S. Hadley, -,C,1359.00,816.00,29.00,14.00,9.00,0.00,6.00,2233.00
S. Hadley, -,D,951.00,317.00,20.00,8.00,6.00,0.00,5.00,1307.00
S. Hadley, -,E,1446.00,762.00,30.00,6.00,9.00,0.00,9.00,2262.00
Southampton, -,1,2231.00,1811.00,76.00,20.00,56.00,0.00,27.00,4221.00
Southborough, -,1,1617.00,600.00,38.00,6.00,9.00,0.00,24.00,2294.00
Southborough, -,2,1454.00,614.00,44.00,10.00,22.00,0.00,11.00,2155.00
Southborough, -,3,1547.00,637.00,31.00,11.00,25.00,0.00,17.00,2268.00
Southbridge, -,1,849.00,559.00,22.00,6.00,8.00,0.00,8.00,1452.00
Southbridge, -,2,714.00,527.00,14.00,8.00,5.00,0.00,12.00,1280.00
Southbridge, -,3,755.00,683.00,15.00,18.00,5.00,0.00,7.00,1483.00
Southbridge, -,4,1024.00,815.00,21.00,13.00,6.00,0.00,12.00,1891.00
Southbridge, -,5,737.00,438.00,7.00,6.00,6.00,0.00,9.00,1203.00
Southwick, -,1,811.00,1265.00,35.00,13.00,5.00,0.00,17.00,2146.00
Southwick, -,2,713.00,939.00,41.00,9.00,11.00,0.00,8.00,1721.00
Southwick, -,3,836.00,1017.00,23.00,8.00,6.00,0.00,11.00,1901.00
Spencer, -,1,697.00,812.00,23.00,4.00,0.00,0.00,12.00,1548.00
Spencer, -,2,735.00,752.00,24.00,11.00,0.00,0.00,15.00,1537.00
Spencer, -,3,679.00,913.00,27.00,11.00,0.00,0.00,15.00,1645.00
Spencer, -,4,878.00,810.00,26.00,10.00,0.00,0.00,13.00,1737.00
Springfield,1,A,371.00,148.00,3.00,0.00,1.00,0.00,17.00,540.00
Springfield,1,B,542.00,145.00,6.00,3.00,2.00,0.00,32.00,730.00
Springfield,1,C,368.00,115.00,7.00,3.00,2.00,0.00,23.00,518.00
Springfield,1,D,483.00,115.00,6.00,1.00,2.00,0.00,12.00,619.00
Springfield,1,E,533.00,172.00,8.00,2.00,1.00,0.00,9.00,725.00
Springfield,1,F,463.00,115.00,3.00,3.00,1.00,0.00,44.00,629.00
Springfield,1,G,542.00,120.00,7.00,7.00,3.00,0.00,14.00,693.00
Springfield,1,H,557.00,115.00,6.00,4.00,1.00,0.00,17.00,700.00
Springfield,2,A,526.00,150.00,3.00,1.00,2.00,0.00,25.00,707.00
Springfield,2,B,718.00,269.00,9.00,0.00,3.00,0.00,56.00,1055.00
Springfield,2,C,518.00,190.00,10.00,2.00,5.00,0.00,39.00,764.00
Springfield,2,D,712.00,271.00,14.00,7.00,4.00,0.00,16.00,1024.00
Springfield,2,E,642.00,303.00,13.00,3.00,3.00,0.00,52.00,1016.00
Springfield,2,F,796.00,279.00,3.00,11.00,2.00,0.00,25.00,1116.00
Springfield,2,G,792.00,368.00,11.00,9.00,11.00,0.00,22.00,1213.00
Springfield,2,H,691.00,283.00,6.00,5.00,5.00,0.00,49.00,1039.00
Springfield,3,A,433.00,93.00,3.00,3.00,1.00,0.00,22.00,555.00
Springfield,3,B,401.00,94.00,7.00,3.00,2.00,0.00,18.00,525.00
Springfield,3,C,325.00,89.00,5.00,2.00,1.00,0.00,9.00,431.00
Springfield,3,D,460.00,106.00,4.00,4.00,5.00,0.00,33.00,612.00
Springfield,3,E,366.00,101.00,3.00,2.00,5.00,0.00,17.00,494.00
Springfield,3,F,405.00,124.00,7.00,3.00,1.00,0.00,36.00,576.00
Springfield,3,G,356.00,101.00,7.00,4.00,1.00,0.00,16.00,485.00
Springfield,3,H,476.00,154.00, -   ,5.00,3.00,0.00,34.00,672.00
Springfield,4,A,718.00,88.00,6.00,3.00,4.00,0.00,15.00,834.00
Springfield,4,B,673.00,115.00,2.00,3.00,3.00,0.00,10.00,806.00
Springfield,4,C,504.00,75.00,3.00,5.00,2.00,0.00,14.00,603.00
Springfield,4,D,582.00,69.00,5.00,8.00,0.00,0.00,10.00,674.00
Springfield,4,E,525.00,60.00,1.00,4.00,3.00,0.00,31.00,624.00
Springfield,4,F,196.00,25.00,2.00,1.00,0.00,0.00,5.00,229.00
Springfield,4,G,646.00,99.00,7.00,2.00,1.00,0.00,23.00,778.00
Springfield,4,H,616.00,55.00,5.00,0.00,1.00,0.00,23.00,700.00
Springfield,5,A,640.00,98.00,8.00,2.00,2.00,0.00,15.00,765.00
Springfield,5,B,804.00,210.00,5.00,3.00,4.00,0.00,20.00,1046.00
Springfield,5,C,615.00,233.00,7.00,6.00,6.00,0.00,40.00,907.00
Springfield,5,D,794.00,446.00,15.00,6.00,4.00,0.00,30.00,1295.00
Springfield,5,E,972.00,225.00,8.00,1.00,10.00,0.00,32.00,1248.00
Springfield,5,F,845.00,256.00,12.00,6.00,5.00,0.00,29.00,1153.00
Springfield,5,G,864.00,504.00,13.00,5.00,9.00,0.00,19.00,1414.00
Springfield,5,H,600.00,317.00,7.00,6.00,4.00,0.00,24.00,958.00
Springfield,6,A,550.00,145.00,5.00,5.00,4.00,0.00,10.00,719.00
Springfield,6,B,792.00,263.00,11.00,3.00,9.00,0.00,26.00,1104.00
Springfield,6,C,638.00,249.00,51.00,8.00,6.00,0.00,19.00,971.00
Springfield,6,D,783.00,459.00,11.00,9.00,5.00,0.00,31.00,1298.00
Springfield,6,E,511.00,178.00,5.00,3.00,2.00,0.00,36.00,735.00
Springfield,6,F,601.00,169.00,7.00,5.00,3.00,0.00,17.00,802.00
Springfield,6,G,669.00,236.00,7.00,4.00,2.00,0.00,22.00,940.00
Springfield,6,H,711.00,338.00,8.00,6.00,6.00,0.00,10.00,1079.00
Springfield,7,A,772.00,367.00,11.00,2.00,3.00,0.00,25.00,1180.00
Springfield,7,B,876.00,459.00,16.00,6.00,14.00,0.00,58.00,1429.00
Springfield,7,C,866.00,435.00,10.00,4.00,5.00,0.00,50.00,1370.00
Springfield,7,D,740.00,455.00,19.00,9.00,5.00,0.00,13.00,1241.00
Springfield,7,E,618.00,207.00,10.00,4.00,2.00,0.00,21.00,862.00
Springfield,7,F,831.00,432.00,17.00,7.00,5.00,0.00,44.00,1336.00
Springfield,7,G,820.00,551.00,13.00,11.00,11.00,0.00,41.00,1447.00
Springfield,7,H,396.00,176.00,12.00,4.00,5.00,0.00,20.00,613.00
Springfield,8,A,669.00,332.00,10.00,5.00,0.00,0.00,26.00,1042.00
Springfield,8,B,741.00,256.00,9.00,9.00,4.00,0.00,28.00,1047.00
Springfield,8,C,711.00,193.00,11.00,3.00,0.00,0.00,39.00,957.00
Springfield,8,D,412.00,151.00,10.00,5.00,0.00,0.00,16.00,594.00
Springfield,8,E,490.00,192.00,6.00,6.00,4.00,0.00,12.00,710.00
Springfield,8,F,691.00,310.00,8.00,6.00,2.00,0.00,22.00,1039.00
Springfield,8,G,692.00,300.00,16.00,0.00,7.00,0.00,19.00,1034.00
Springfield,8,H,711.00,209.00,6.00,6.00,2.00,0.00,26.00,960.00
Sterling, -,1,1378.00,1174.00,53.00,8.00,15.00,0.00,17.00,2645.00
Sterling, -,2,1463.00,1270.00,47.00,22.00,21.00,0.00,22.00,2845.00
Stockbridge, -,1,1099.00,237.00,12.00,11.00,4.00,0.00,7.00,1370.00
Stoneham, -,1,1225.00,687.00,19.00,5.00,5.00,0.00,10.00,1951.00
Stoneham, -,2,1418.00,783.00,25.00,4.00,11.00,0.00,23.00,2264.00
Stoneham, -,3,1328.00,876.00,19.00,19.00,8.00,0.00,20.00,2270.00
Stoneham, -,4,1077.00,726.00,21.00,8.00,5.00,0.00,10.00,1847.00
Stoneham, -,5,1157.00,863.00,18.00,6.00,10.00,0.00,20.00,2074.00
Stoneham, -,6,1295.00,726.00,25.00,10.00,16.00,0.00,12.00,2084.00
Stoneham, -,7,1176.00,711.00,24.00,7.00,9.00,0.00,19.00,1946.00
Stoughton, -,1,1444.00,662.00,15.00,5.00,2.00,0.00,21.00,2149.00
Stoughton, -,2,1263.00,601.00,17.00,9.00,1.00,0.00,16.00,1907.00
Stoughton, -,3,1326.00,640.00,25.00,8.00,7.00,0.00,17.00,2023.00
Stoughton, -,4,1386.00,843.00,33.00,9.00,3.00,0.00,20.00,2294.00
Stoughton, -,5,1082.00,594.00,25.00,9.00,8.00,0.00,10.00,1728.00
Stoughton, -,6,1554.00,765.00,30.00,18.00,4.00,0.00,19.00,2390.00
Stoughton, -,7,1174.00,517.00,24.00,6.00,5.00,0.00,17.00,1743.00
Stoughton, -,8,1025.00,459.00,20.00,5.00,0.00,0.00,20.00,1529.00
Stow, -,1,1794.00,659.00,63.00,12.00,14.00,0.00,15.00,2557.00
Stow, -,2,1757.00,599.00,46.00,11.00,9.00,0.00,18.00,2440.00
Sturbridge, -,1,1173.00,803.00,44.00,10.00,1.00,0.00,0.00,2031.00
Sturbridge, -,2,1212.00,887.00,40.00,12.00,2.00,0.00,0.00,2153.00
Sturbridge, -,3,1032.00,825.00,45.00,7.00,0.00,0.00,0.00,1909.00
Sudbury, -,1,1405.00,373.00,23.00,7.00,14.00,0.00,18.00,1840.00
Sudbury, -,2,1726.00,498.00,33.00,11.00,18.00,0.00,23.00,2309.00
Sudbury, -,3,2034.00,659.00,35.00,13.00,14.00,0.00,27.00,2782.00
Sudbury, -,4,1958.00,515.00,47.00,5.00,13.00,0.00,33.00,2571.00
Sudbury, -,5,1715.00,512.00,32.00,6.00,24.00,0.00,24.00,2313.00
Sunderland, -,1,1605.00,394.00,21.00,25.00,5.00,0.00,11.00,2061.00
Sutton, -,1,1115.00,1117.00,36.00,9.00,8.00,0.00,5.00,2290.00
Sutton, -,2,891.00,1041.00,34.00,6.00,12.00,0.00,9.00,1993.00
Sutton, -,3,1085.00,923.00,26.00,6.00,9.00,0.00,20.00,2069.00
Swampscott, -,1,982.00,523.00,12.00,9.00,6.00,0.00,13.00,1545.00
Swampscott, -,2,1255.00,431.00,19.00,5.00,8.00,0.00,19.00,1737.00
Swampscott, -,3,977.00,375.00,15.00,8.00,6.00,0.00,16.00,1397.00
Swampscott, -,4,1292.00,375.00,16.00,5.00,10.00,0.00,18.00,1716.00
Swampscott, -,5,1075.00,442.00,13.00,4.00,5.00,0.00,14.00,1553.00
Swampscott, -,6,1264.00,409.00,17.00,2.00,12.00,0.00,18.00,1722.00
Swansea, -,1,918.00,1181.00,20.00,6.00,3.00,0.00,8.00,2136.00
Swansea, -,2,1012.00,892.00,30.00,7.00,6.00,0.00,8.00,1955.00
Swansea, -,3,965.00,896.00,27.00,8.00,6.00,0.00,4.00,1906.00
Swansea, -,4,949.00,1054.00,21.00,5.00,2.00,0.00,10.00,2041.00
Swansea, -,5,892.00,1100.00,21.00,10.00,3.00,0.00,6.00,2032.00
Taunton,1,A,874.00,521.00,27.00,9.00,3.00,0.00,8.00,1442.00
Taunton,1,B,999.00,893.00,29.00,11.00,9.00,0.00,14.00,1955.00
Taunton,2,A,765.00,328.00,12.00,10.00,0.00,0.00,7.00,1122.00
Taunton,2,B,823.00,450.00,13.00,8.00,3.00,0.00,10.00,1307.00
Taunton,3,A,919.00,596.00,19.00,5.00,6.00,0.00,8.00,1553.00
Taunton,3,B,1080.00,839.00,34.00,12.00,7.00,0.00,8.00,1980.00
Taunton,4,A,966.00,917.00,28.00,7.00,8.00,0.00,15.00,1941.00
Taunton,4,B,921.00,713.00,33.00,8.00,6.00,0.00,7.00,1688.00
Taunton,5,A,877.00,520.00,21.00,8.00,5.00,0.00,7.00,1438.00
Taunton,5,B,835.00,502.00,13.00,3.00,7.00,0.00,7.00,1367.00
Taunton,6,A,695.00,488.00,13.00,7.00,4.00,0.00,6.00,1213.00
Taunton,6,B,974.00,696.00,21.00,17.00,7.00,0.00,17.00,1732.00
Taunton,7,A,1013.00,808.00,32.00,12.00,6.00,0.00,16.00,1887.00
Taunton,7,B,1043.00,1048.00,38.00,12.00,8.00,0.00,20.00,2169.00
Taunton,8,A,1073.00,880.00,26.00,12.00,8.00,0.00,13.00,2012.00
Taunton,8,B,1139.00,949.00,20.00,13.00,9.00,0.00,16.00,2146.00
Templeton, -,A,765.00,888.00,30.00,10.00,10.00,0.00,3.00,1706.00
Templeton, -,B,661.00,740.00,30.00,12.00,6.00,0.00,11.00,1460.00
Templeton, -,C,635.00,661.00,35.00,9.00,3.00,0.00,4.00,1347.00
Tewksbury, -,1,1144.00,960.00,30.00,7.00,12.00,0.00,15.00,2168.00
Tewksbury, -,2,1134.00,1013.00,39.00,12.00,10.00,0.00,14.00,2222.00
Tewksbury, -,3,1395.00,1166.00,26.00,9.00,10.00,0.00,14.00,2620.00
Tewksbury, -,4,1311.00,1149.00,28.00,9.00,5.00,0.00,19.00,2521.00
Tewksbury, -,1A,1223.00,1145.00,39.00,16.00,9.00,0.00,11.00,2443.00
Tewksbury, -,2A,1022.00,1047.00,25.00,6.00,8.00,0.00,7.00,2115.00
Tewksbury, -,3A,1458.00,1225.00,25.00,6.00,14.00,0.00,16.00,2744.00
Tewksbury, -,4A,1267.00,1078.00,38.00,13.00,4.00,0.00,10.00,2410.00
Tisbury, -,1,2225.00,542.00,35.00,25.00,8.00,0.00,23.00,2858.00
Tolland, -,1,136.00,186.00,5.00,0.00,1.00,0.00,0.00,328.00
Topsfield, -,1,2460.00,1602.00,72.00,10.00,0.00,0.00,343.00,4487.00
Townsend, -,1,854.00,894.00,32.00,12.00,12.00,0.00,9.00,1813.00
Townsend, -,2,890.00,851.00,35.00,8.00,16.00,0.00,1.00,1801.00
Townsend, -,3,943.00,875.00,41.00,6.00,7.00,0.00,9.00,1881.00
Truro, -,1,1386.00,340.00,19.00,8.00,9.00,0.00,6.00,1768.00
Tyngsborough, -,1,909.00,810.00,23.00,11.00,0.00,0.00,13.00,1766.00
Tyngsborough, -,4,1085.00,847.00,28.00,6.00,0.00,0.00,14.00,1980.00
Tyringham, -,1,234.00,72.00,3.00,2.00,3.00,0.00,3.00,317.00
Upton, -,1,1666.00,1001.00,45.00,10.00,19.00,0.00,10.00,2751.00
Upton, -,2,1507.00,987.00,37.00,13.00,15.00,0.00,18.00,2577.00
Uxbridge, -,1,1010.00,1078.00,41.00,18.00,13.00,0.00,12.00,2172.00
Uxbridge, -,2,1143.00,912.00,34.00,25.00,11.00,0.00,8.00,2133.00
Uxbridge, -,3,1044.00,1055.00,44.00,18.00,10.00,0.00,11.00,2182.00
Uxbridge, -,4,1154.00,1048.00,47.00,9.00,13.00,0.00,14.00,2285.00
Wakefield, -,1,1450.00,1069.00,21.00,13.00,15.00,0.00,10.00,2578.00
Wakefield, -,2,1334.00,814.00,29.00,5.00,6.00,0.00,15.00,2203.00
Wakefield, -,3,1441.00,876.00,26.00,12.00,20.00,0.00,4.00,2379.00
Wakefield, -,4,1380.00,778.00,25.00,12.00,22.00,0.00,17.00,2234.00
Wakefield, -,7,1430.00,843.00,25.00,8.00,11.00,0.00,19.00,2336.00
Wales, -,1,429.00,619.00,26.00,8.00,5.00,0.00,5.00,1092.00
Walpole, -,1,1219.00,690.00,20.00,9.00,11.00,0.00,12.00,1961.00
Walpole, -,2,1231.00,909.00,42.00,15.00,17.00,0.00,18.00,2232.00
Walpole, -,3,1249.00,824.00,25.00,9.00,17.00,0.00,17.00,2141.00
Walpole, -,4,1228.00,653.00,35.00,7.00,11.00,0.00,15.00,1949.00
Walpole, -,5,983.00,707.00,32.00,7.00,13.00,0.00,16.00,1758.00
Walpole, -,6,1236.00,794.00,34.00,7.00,10.00,0.00,19.00,2100.00
Walpole, -,7,1173.00,838.00,46.00,10.00,11.00,0.00,16.00,2094.00
Walpole, -,8,1155.00,828.00,35.00,7.00,19.00,0.00,16.00,2060.00
Waltham,1,1,1409.00,620.00,21.00,10.00,15.00,0.00,8.00,2083.00
Waltham,1,2,1421.00,739.00,18.00,9.00,9.00,0.00,14.00,2210.00
Waltham,2,1,1386.00,640.00,35.00,11.00,6.00,0.00,10.00,2088.00
Waltham,2,2,1174.00,342.00,22.00,14.00,9.00,0.00,13.00,1574.00
Waltham,3,1,1266.00,863.00,22.00,9.00,12.00,0.00,15.00,2187.00
Waltham,4,2,318.00,159.00,6.00,5.00,2.00,0.00,1.00,491.00
Waltham,5,1,1266.00,499.00,15.00,14.00,13.00,0.00,13.00,1820.00
Waltham,5,2,1282.00,328.00,13.00,16.00,8.00,0.00,12.00,1659.00
Waltham,7,1,1258.00,506.00,19.00,7.00,4.00,0.00,18.00,1812.00
Waltham,8,2,1238.00,342.00,30.00,12.00,6.00,0.00,8.00,1636.00
Ware, -,A,729.00,554.00,28.00,13.00,4.00,0.00,5.00,1333.00
Ware, -,B,697.00,845.00,33.00,15.00,9.00,0.00,8.00,1607.00
Ware, -,C,927.00,1045.00,31.00,17.00,4.00,0.00,16.00,2040.00
Wareham, -,1,1026.00,831.00,33.00,8.00,9.00,0.00,11.00,1918.00
Wareham, -,2,1297.00,911.00,34.00,7.00,5.00,0.00,11.00,2265.00
Wareham, -,3,1279.00,936.00,26.00,12.00,11.00,0.00,12.00,2276.00
Wareham, -,4,1126.00,936.00,30.00,16.00,9.00,0.00,14.00,2131.00
Wareham, -,5,1126.00,974.00,40.00,18.00,11.00,0.00,8.00,2177.00
Wareham, -,6,1029.00,930.00,39.00,12.00,5.00,0.00,5.00,2020.00
Warren, -,A,844.00,1021.00,40.00,13.00,5.00,0.00,19.00,1942.00
Warwick, -,1,343.00,160.00,12.00,7.00,1.00,0.00,3.00,526.00
Washington, -,1,240.00,107.00,5.00,1.00,0.00,0.00,0.00,353.00
Watertown, -,1,969.00,296.00,11.00,10.00,16.00,0.00,8.00,1310.00
Watertown, -,2,1155.00,270.00,14.00,8.00,9.00,0.00,2.00,1458.00
Watertown, -,3,1311.00,260.00,9.00,12.00,12.00,0.00,7.00,1611.00
Watertown, -,4,1456.00,245.00,16.00,9.00,12.00,0.00,7.00,1745.00
Watertown, -,5,1483.00,298.00,19.00,12.00,7.00,0.00,10.00,1829.00
Watertown, -,6,1212.00,248.00,23.00,11.00,5.00,0.00,7.00,1506.00
Watertown, -,7,1363.00,361.00,14.00,9.00,10.00,0.00,13.00,1770.00
Watertown, -,8,1346.00,308.00,14.00,16.00,12.00,0.00,9.00,1705.00
Watertown, -,9,1020.00,278.00,13.00,12.00,9.00,0.00,2.00,1334.00
Watertown, -,10,1561.00,508.00,30.00,14.00,8.00,0.00,8.00,2129.00
Watertown, -,11,1039.00,394.00,26.00,10.00,8.00,0.00,11.00,1488.00
Watertown, -,12,1055.00,335.00,18.00,8.00,10.00,0.00,7.00,1433.00
Wayland, -,1,1865.00,410.00,33.00,21.00,15.00,0.00,20.00,2364.00
Wayland, -,2,1777.00,432.00,40.00,16.00,8.00,0.00,23.00,2296.00
Wayland, -,3,1678.00,390.00,35.00,13.00,9.00,0.00,17.00,2142.00
Wayland, -,4,2024.00,473.00,35.00,10.00,18.00,0.00,28.00,2588.00
Webster, -,1,766.00,703.00,21.00,16.00,5.00,0.00,7.00,1518.00
Webster, -,2,610.00,463.00,22.00,9.00,5.00,0.00,5.00,1114.00
Webster, -,3,719.00,756.00,16.00,6.00,7.00,0.00,9.00,1513.00
Webster, -,4,1060.00,1224.00,34.00,11.00,11.00,0.00,15.00,2355.00
Webster, -,5,891.00,893.00,30.00,9.00,11.00,0.00,12.00,1846.00
Wellesley, -,A,1760.00,421.00,28.00,5.00,25.00,0.00,19.00,2258.00
Wellesley, -,B,1935.00,492.00,25.00,10.00,21.00,0.00,16.00,2499.00
Wellesley, -,C,1605.00,624.00,33.00,3.00,41.00,0.00,24.00,2330.00
Wellesley, -,D,1956.00,431.00,27.00,5.00,19.00,0.00,30.00,2468.00
Wellesley, -,E,1671.00,404.00,17.00,8.00,22.00,0.00,16.00,2138.00
Wellesley, -,F,1072.00,276.00,23.00,4.00,17.00,0.00,17.00,1409.00
Wellesley, -,G,930.00,167.00,15.00,3.00,7.00,0.00,10.00,1132.00
Wellesley, -,H,1701.00,480.00,30.00,9.00,20.00,0.00,20.00,2260.00
Wellfleet, -,1,1971.00,496.00,24.00,17.00,8.00,0.00,16.00,2532.00
Wendell, -,1,487.00,105.00,13.00,9.00,0.00,0.00,2.00,616.00
Wenham, -,1,1761.00,765.00,56.00,9.00,17.00,0.00,39.00,2647.00
W. Boylston, -,1,1173.00,769.00,25.00,8.00,24.00,0.00,23.00,2022.00
W. Boylston, -,2,1615.00,1103.00,58.00,21.00,6.00,0.00,21.00,2824.00
W. Bridgewater, -,1,1156.00,1160.00,43.00,16.00,15.00,0.00,19.00,2409.00
W. Bridgewater, -,2,1068.00,1112.00,34.00,11.00,10.00,0.00,21.00,2256.00
W. Brookfield, -,1,1137.00,1127.00,38.00,12.00,13.00,0.00,6.00,2333.00
W. Newbury, -,1,2111.00,1061.00,72.00,5.00,21.00,0.00,28.00,3298.00
W. Springfield, -,1,519.00,386.00,12.00,2.00,2.00,0.00,5.00,926.00
W. Springfield, -,2,705.00,474.00,14.00,7.00,1.00,0.00,9.00,1210.00
W. Springfield, -,3,850.00,636.00,25.00,9.00,7.00,0.00,12.00,1539.00
W. Springfield, -,4,966.00,718.00,26.00,14.00,8.00,0.00,3.00,1735.00
W. Springfield, -,5,1162.00,1076.00,35.00,6.00,4.00,0.00,20.00,2303.00
W. Springfield, -,6,1033.00,1024.00,18.00,8.00,3.00,0.00,21.00,2107.00
W. Springfield, -,7,1053.00,1130.00,34.00,12.00,8.00,0.00,11.00,2248.00
W. Springfield, -,8,869.00,623.00,19.00,8.00,7.00,0.00,7.00,1533.00
W. Stockbridge, -,1,784.00,164.00,15.00,4.00,4.00,0.00,4.00,975.00
W. Tisbury, -,1,1921.00,338.00,17.00,17.00,2.00,0.00,8.00,2303.00
Westborough, -,1,1142.00,388.00,22.00,7.00,5.00,0.00,10.00,1574.00
Westborough, -,2,1211.00,419.00,34.00,5.00,8.00,0.00,11.00,1688.00
Westborough, -,3,1472.00,549.00,26.00,19.00,17.00,0.00,12.00,2095.00
Westborough, -,4,1946.00,726.00,40.00,13.00,15.00,0.00,15.00,2755.00
Westborough, -,5,1798.00,694.00,38.00,11.00,31.00,0.00,14.00,2586.00
Westfield,1,A,1030.00,1055.00,31.00,14.00,3.00,0.00,2.00,2135.00
Westfield,1,B,868.00,968.00,51.00,10.00,7.00,0.00,9.00,1913.00
