,name,type,address,zip,lat,lon
1320,East Boston,grocery,209 Sumner Street,2128.0,42.36899,-71.0394
1321,Boston Public Market,grocery,136 Blackstone Street,2109.0,42.36236,-71.05759
1322,Boston Public Market,grocery,136 Blackstone Street,2109.0,42.36236,-71.05759
1323,Dorchester/Carney Hospital,grocery,2100 Dorchester Ave.,2124.0,42.27898,-71.06634
1324,Dorchester/Fields Corner,grocery,Dorchester Ave & Park St,2122.0,42.29861,-71.06066
1325,Boston/SOWA,grocery,500 Harrison Ave.,2118.0,42.34231,-71.06581
1326,Target,grocery,7 Allstate Rd,2125.0,42.328387,-71.063015
1327,Target,grocery,1341 Boylston St,2215.0,42.34438,-71.09966
1328,Diangelly Estrada DDS,healthcare,586 Tremont St,2118.0,42.34314727783203,-71.07270050048828
1329,"Khalid Alawadhi, DDS",healthcare,100 E Newton St,2118.0,42.336301,-71.070155
1330,Going Bananas,supermarket,682 Tremont St,2118.0,42.34096908569336,-71.07666015625
1331,Food-Pak Express,grocery,120 Southampton St,2118.0,42.332355,-71.068164
1332,South End Community Health Center,hospital,1601 Washington St,2118.0,42.3383165616305,-71.0747274711289
1333,Green Tigress,healthcare,40 Dwight St #3,2118.0,42.34434,-71.06931
1334,Jessica B Massage,healthcare,530 Tremont St,2118.0,42.344646,-71.070099
1335,Friends of Watson Park,park,Corner of Taylor and Milford,2118.0,42.3438499923154,-71.0685399839813
1336,Peter's Park Dog Run,park,1277 Washington St,2118.0,42.343302,-71.067329
1337,South End Formaggio,grocery,268 Shawmut Ave,2118.0,42.343135,-71.068638
1338,Stephen Cabral Studio,healthcare,540 Tremont St Ste 9,2118.0,42.344095,-71.071037
1339,Dr. J. Stephen Morrison,healthcare,544 Tremont St,2118.0,42.344156,-71.071145
1340,Kairoi Healthcare Strategies,healthcare,83 Waltham St,2118.0,42.34346771240234,-71.07061767578125
1341,60 East Berkeley Street,park,60 E Berkeley St,2118.0,42.34450149536133,-71.06655883789062
1342,60 East Berkeley Street Parking,park,60 E Berkeley St,2118.0,42.34433746337891,-71.06681060791016
1343,South End Open Market @ Ink Block,supermarket,375 Harrison Ave,2118.0,42.34423065185547,-71.06495666503906
1344,New York Marts,grocery,1102 Washington St,2118.0,42.34416580200195,-71.0655288696289
1345,Boston Healthcare,healthcare,444 Harrison Ave,2118.0,42.343189,-71.06455
1346,Health Insurance Boston MA - Medical Insurance Massachusetts- Affordable Health Insurance Boston,healthcare,1148A Washington St,2118.0,42.34354,-71.06586
1347,New England Open Market,supermarket,580 Harrison Ave,2118.0,42.340513,-71.067288
1348,St Helena's Park,park,Union Park St,2118.0,42.34022,-71.06686
1349,Brunswick Park,park,560 Harrison Ave Ste 404,2118.0,42.340602,-71.067265
1350,Sowa Vintage Market,supermarket,450 Harrison Ave,2118.0,42.34271,-71.064818
1351,Boston Health Care,healthcare,363 Albany St,2118.0,42.342605,-71.06323
1352,Pine Street Inn Women's Clinic,healthcare,363 Albany St,2118.0,42.342655,-71.063312
1353,324 Albany Street Lot,park,369 Albany St,2118.0,42.34198379516602,-71.06287384033203
1354,Siena Farms South End,grocery,106 Waltham St,2118.0,42.343742,-71.071374
1355,Plum Produce,grocery,552 Tremont St,2118.0,42.343787,-71.071499
1356,R S Yokoyama DMD,healthcare,586 Tremont St,2118.0,42.34311,-71.07267
1357,Joseph P Nore & Associates,healthcare,586 Tremont St,2118.0,42.343104,-71.072669
1358,Paul E Lynch MD,healthcare,332 Shawmut Ave,2118.0,42.3416862487793,-71.07102966308594
1359,James Hayes Park,park,W Canton St,2118.0,42.34384,-71.07584
1360,Advance Medical,healthcare,201 W Brookline St,2118.0,42.34354,-71.07641
1361,MeYou Health,healthcare,1 Appleton St,2118.0,42.346633,-71.069158
1362,Healthways,healthcare,1 Appleton St,2118.0,42.34673,-71.069666
1363,CDF Therapeutic Bodywork,healthcare,12 Clarendon St,2118.0,42.3446420838109,-71.0723833759494
1364,Star Market,grocery,33 Clarendon St,2118.0,42.34526824951172,-71.07234954833984
1365,Berkeley Street Market,grocery,56 Berkeley St,2118.0,42.346404,-71.070931
1366,Ellis Memorial and Eldridge House Inc,healthcare,58 Berkeley St,2118.0,42.34668,-71.071014
1367,Berkeley St Mkt,grocery,56 Berkeley St,2118.0,42.34641647338867,-71.07093048095703
1368,274 Albany St. Lot,park,274 Albany St,2118.0,42.34373474121094,-71.06217193603516
1369,Yoo Foot And Ankle Pod,healthcare,203 Dorchester Ave,2118.0,42.33945083618164,-71.05732727050781
1370,19 A Street,park,19 A St,2118.0,42.34075546264648,-71.05646514892578
1371,Chiropractic Cold Laser,healthcare,147 W 4th St,2118.0,42.340477,-71.055844
1372,Downtime Parking,park,143 W 4Th St,2118.0,42.34066772460938,-71.0561752319336
1373,West Seventh Mini Market,grocery,51 W 7th St,2118.0,42.33706,-71.055408
1374,"Laura K Grubb, Md",healthcare,58 Old Colony Ave,2118.0,42.33621978759766,-71.05549621582031
1375,George S Sigel MD,healthcare,58 Old Colony Ave,2118.0,42.33621978759766,-71.05549621582031
1376,South Boston Behavioral Health,healthcare,58 Old Colony Ave,2118.0,42.336254,-71.055776
1377,NKJ Massage,healthcare,385 Dorchester Ave,2118.0,42.334644,-71.05798
1378,Clinton Health Access,healthcare,383 Dorchester Ave Ste 400,2118.0,42.335101,-71.057507
1379,Imported Foods,grocery,474 Dorchester Ave,2118.0,42.3326530456543,-71.05685424804688
1380,Maristella's Fine Foods,grocery,14 Food Mart Rd,2118.0,42.33470153808594,-71.0623779296875
1381,CVS Pharmacy inside Target Store,healthcare,7 Allstate Rd,2118.0,42.329313,-71.063191
1382,South Bay,supermarket,8 Allstate Rd,2118.0,42.326985,-71.06145
1383,South Bay Center,supermarket,8 Allstate Rd,2118.0,42.32782363891602,-71.0631332397461
1384,Hope House Inc,healthcare,8 Farnham St,2118.0,42.330593,-71.074399
1385,Cumberland Farms,grocery,801 Massachusetts Ave,2118.0,42.332608,-71.073072
1386,Brigham Orthopedics,healthcare,801 Massachusetts Ave,2118.0,42.33306121826172,-71.07323455810547
1387,Devin M Mann MD,healthcare,801 Massachusetts Ave,2118.0,42.33306121826172,-71.07323455810547
1388,Partners Healthcare Sys,healthcare,801 Massachusetts Ave,2118.0,42.33306121826172,-71.07323455810547
1389,Diego Martinez-Vasqu MD,healthcare,801 Massachusetts Ave,2118.0,42.33306121826172,-71.07323455810547
1390,Boston Medical Center,hospital,"801 Massachusetts Avenue, First Floor",2118.0,42.332608,-71.073072
1391,Pablo A Buitron De La MD,healthcare,801 Massachusetts Ave Ste 6,2118.0,42.332608,-71.073072
1392,"Margaret P Ames, FNP",healthcare,801 Massachusetts Ave 6th Floor,2118.0,42.332608,-71.073072
1393,Teri Linardos,healthcare,801 Massachusetts Ave,2118.0,42.332608,-71.073072
1394,Family Medicine at Boston Medical Center,healthcare,11 Melnea Cass Blvd,2118.0,42.332076,-71.073598
1395,Crosstown Center Garage,healthcare,7 Melnea Cass Boulevard,2118.0,42.3320530691267,-71.0732398507928
1396,"Amanda E DeLoureiro, Md, Mph",healthcare,11 Melnea Cass Blvd,2118.0,42.33206176757812,-71.07373046875
1397,Hepburn Chiropractic,healthcare,13 Melnea Cass Blvd,2118.0,42.33206176757812,-71.07373046875
1398,Applied Kinesiology Chiropractors,healthcare,65 Gerard St,2118.0,42.33009,-71.07257
1399,Victory Program,healthcare,965 Massachusetts Ave,2118.0,42.329111,-71.069054
1400,Good Seasons Trading Inc,grocery,911 Massachusetts Ave,2118.0,42.330511,-71.070355
1401,Pier Fish Company,grocery,10 Newmarket Sq,2118.0,42.330105,-71.064935
1402,Lord Jeff's Beef Place,supermarket,129 Newmarket Sq,2118.0,42.330409,-71.066226
1403,Specialty Foods Boston,grocery,137 Newmarket Sq,2118.0,42.33030700683594,-71.06610107421875
1404,Good Guys Provision Company Inc,grocery,48 1/2 Newmarket Sq,2118.0,42.327904,-71.066326
1405,Revolution Foods,grocery,40 Newmarket Sq,2118.0,42.32904,-71.06525
1406,Abc Foods,grocery,18 Newmarket Sq,2118.0,42.329729,-71.064949
1407,Orfan Dental Lab,healthcare,20 Newmarket Sq,2118.0,42.32976,-71.064869
1408,Kinnealey T F & Company Meats,grocery,1000 Massachusetts Ave,2118.0,42.328454,-71.067532
1409,Kirin Produce Company,grocery,131 Newmarket Sq,2118.0,42.330419,-71.06687
1410,F.B. Packing,grocery,1 Food Mart Rd,2118.0,42.335253,-71.061582
1411,Metropolitan Meat Company,grocery,1 Widett Cir,2118.0,42.334837,-71.063463
1412,Advanced Food Lab,healthcare,31-B Food Mart Rd,2118.0,42.33638,-71.062065
1413,New Boston Food Market,grocery,31 Food Mart Rd,2118.0,42.33638,-71.062065
1414,New Boston Food,grocery,15 Widett Cir,2118.0,42.33545,-71.06359
1415,True World Foods,grocery,22 Food Mart Rd,2118.0,42.335205078125,-71.0625
1416,Bertolino Beef Company,grocery,45 Food Mart Rd,2118.0,42.335912,-71.063144
1417,Boston Salads,supermarket,57-61 Food Mart Rd,2118.0,42.33714,-71.062595
1418,Molina Provisions,grocery,63 Food Mart Rd,2118.0,42.3374137878418,-71.06283569335938
1419,Habit Opco,healthcare,99 Topeka St,2118.0,42.333591,-71.066439
1420,Schwartz Jane T MD,healthcare,99 Topeka St,2118.0,42.33357620239258,-71.06642150878906
1421,NaphCare,healthcare,20 Bradston St,2118.0,42.33359909057617,-71.06829071044922
1422,Skipton's Discount Pet Foods,grocery,70 Southampton St,2118.0,42.33262252807617,-71.0711669921875
1423,Healthcare Resources,healthcare,23 Bradston St,2118.0,42.3332405090332,-71.0704345703125
1424,Boston Medical Center Pathology,hospital,670 Albany St Ste 3,2118.0,42.335193,-71.069842
1425,America Service Group,healthcare,20 Bradston St,2118.0,42.334435,-71.067743
1426,Advanced Proteome,healthcare,650 Albany St,2118.0,42.336,-71.06949
1427,Pulmonary & Allergy Center,healthcare,72 E Concord St Ste 9B,2118.0,42.3349236401477,-71.0712881054001
1428,John B Parker MD,healthcare,720 Albany St,2118.0,42.33467483520508,-71.07141876220703
1429,Boston University/BMC Neurology Residency Program,healthcare,725 Albany St Floor 7TH,2118.0,42.334747,-71.072007
1430,City Convenience,grocery,700 Albany St,2118.0,42.3355064486053,-71.0704779563617
1431,Boston University Medical Center,park,710 Albany St,2118.0,42.33486938476562,-71.07069396972656
1432,Boston University School of Medicine Pathology & Laboratory Medicine,healthcare,"670 Albany Street, 4th floor",2118.0,42.33536,-71.06972
1433,"Ivana Delalle, Md",healthcare,670 Albany St,2118.0,42.33525466918945,-71.0698013305664
1434,Jennifer N Mehigan,healthcare,670 Albany St,2118.0,42.33525466918945,-71.0698013305664
1435,"Stephen I Pelton, Md",healthcare,670 Albany St,2118.0,42.33525466918945,-71.0698013305664
1436,"Carole M Moloney, Np",healthcare,670 Albany St,2118.0,42.33525466918945,-71.0698013305664
1437,"Carmen D Sarita-Reyes, Md",healthcare,670 Albany St,2118.0,42.33525466918945,-71.0698013305664
1438,Boston University Medical Bookstor,healthcare,700 Albany St,2118.0,42.33551,-71.070219
1439,Susana C Wishnia MD,healthcare,700 Albany St,2118.0,42.33548355102539,-71.0702133178711
1440,Boston University Dental School,healthcare,635 Albany St,2118.0,42.33631,-71.07003
1441,BHCHP,healthcare,780 Albany Street,2118.0,42.33366,-71.0728
1442,Cab Health Recovery,healthcare,784 Massachusetts Ave,2118.0,42.3336105345003,-71.0727855107488
1443,Jill S Roncarati PA,healthcare,780 Albany St,2118.0,42.33374,-71.072661
1444,Emily J Hurstak NP,healthcare,780 Albany St,2118.0,42.33374,-71.072661
1445,Dhanji Al-Karim MD,healthcare,780 Albany St,2118.0,42.33366394042969,-71.07279968261719
1446,Woods Mullen Shelter - Bphc,healthcare,784 Massachusetts Ave,2118.0,42.33352661132812,-71.072265625
1447,Growth & Development Clinic,healthcare,771 Albany St,2118.0,42.334103,-71.072263
1448,Abernathy Vivian MD,healthcare,650 Albany St,2118.0,42.33408737182617,-71.07170104980469
1449,Daniel Wright MD,healthcare,650 Albany St,2118.0,42.33408737182617,-71.07170104980469
1450,"QSM Diagnostics, Inc.",healthcare,38 Wareham St,2118.0,42.339578,-71.067432
1451,RICK MILLER,healthcare,535 Albany St,2118.0,42.338549,-71.066885
1452,Harmony Home Health Care LLC,healthcare,535 Albany St,2118.0,42.338506,-71.06689
1453,Gambro-Boston,hospital,660 Harrison Ave,2118.0,42.338816,-71.069845
1454,Boston Healthnet,healthcare,660 Harrison Ave,2118.0,42.338838,-71.069797
1455,Alani Rhoda MD,healthcare,609 Albany St,2118.0,42.33698654174805,-71.0689926147461
1456,Boston University Plastic Surgery Associates Inc,healthcare,720 Harrison Ave Ste 7600,2118.0,42.337666,-71.070929
1457,"Urban Eye MD Associates, PC",healthcare,720 Harrison Ave Ste 701,2118.0,42.337666,-71.070929
1458,Boston University Neurosurgical Associates Inc,hospital,720 Harrison Ave,2118.0,42.337664,-71.071004
1459,Boston University Medical Center Campus,healthcare,100 E Newton St,2118.0,42.336303,-71.070179
1460,Bing Liu DDS,healthcare,100 East Newton St Ste G407,2118.0,42.336282,-71.070091
1461,Bumc Health Connection,healthcare,88 E Newton St,2118.0,42.337058,-71.070794
1462,Boston University National Board Of Physician Nutrition,healthcare,88 E Newton St Ste D,2118.0,42.337058,-71.070794
1463,Boston University Surgical,healthcare,88 E Newton St Ste A2707,2118.0,42.3367925121434,-71.070752034754
1464,Boston Medical Center Catheterization Lab,healthcare,88 E Newton St,2118.0,42.337058,-71.070794
1465,Cardiac Surgery at Boston Medical Center,healthcare,"732 Harrison Avenue, 3rd Floor",2118.0,42.337433,-71.071457
1466,Podiatry (Foot Care Specialists) at Boston Medical Center,healthcare,732 Harrison Avenue,2118.0,42.337433,-71.071457
1467,Occupational & Environmental,healthcare,732 Harrison Ave,2118.0,42.337428,-71.071501
1468,Jennifer D Britton-Colonn NP,healthcare,732 Harrison Ave,2118.0,42.337428,-71.071501
1469,Ashley D Daniel DPM,healthcare,732 Harrison Ave,2118.0,42.337428,-71.071501
1470,Justin C Ogbonna DPM,healthcare,732 Harrison Ave,2118.0,42.337428,-71.071501
1471,Gavras Haralambos,healthcare,732 Harrison Ave Ste 3,2118.0,42.337428,-71.071501
1472,Blackstone Square,park,1539 Washington St,2118.0,42.3393841835378,-71.0729310253329
1473,The Franklin,healthcare,11 E Newton St,2118.0,42.3384309863516,-71.0732305411538
1474,Julia A Bojanowski CNM,healthcare,1601 Washington St,2118.0,42.338332,-71.074754
1475,Boston University School of Medicine Continuing Medical Education,healthcare,72 E Concord St B208,2118.0,42.336293,-71.072522
1476,Boston University: Mental Health Counseling & Behavioral Medicine,healthcare,72 E Concord St,2118.0,42.336293,-71.072522
1477,Boston Medical Center Emergency Services Team (B.E.S.T),healthcare,85 East Newton Street,2118.0,42.336416,-71.070977
1478,Levinsky Norman G,healthcare,75 E Newton St,2118.0,42.33665466308594,-71.07156372070312
1479,Preston Family Building at Boston Medical Center,healthcare,732 Harrison Avenue,2118.0,42.337487,-71.071609
1480,Dr. Solomon Carter Fuller Mental Health Center,healthcare,85 E Newton St,2118.0,42.33627,-71.070708
1481,Thomas J Moore MD,healthcare,72 E Concord St,2118.0,42.33617401123047,-71.07093811035156
1482,Lindsay A Farrer,healthcare,72 E Concord St,2118.0,42.33617401123047,-71.07093811035156
1483,"Eileen A Keneck, Md",healthcare,72 E Concord St,2118.0,42.33617401123047,-71.07093811035156
1484,Boston University Amyloid Center,healthcare,72 E Concord St,2118.0,42.33617401123047,-71.07093811035156
1485,Callahan Myfanwy G,healthcare,72 E Concord St,2118.0,42.33617401123047,-71.07093811035156
1486,New England Public Health Training Center,healthcare,715 Albany St,2118.0,42.335615,-71.071579
1487,Alzheimer Resource & Referral Center,healthcare,80 E Concord St,2118.0,42.335934,-71.071919
1488,Keren Bakal MD,healthcare,80 E Concord St,2118.0,42.33594131469727,-71.07186126708984
1489,Boston Center For Refugee Health & Human Rights at Boston Medical Center,hospital,771 Albany St,2118.0,42.33393096923828,-71.07325744628906
1490,Pediatrics-Special Kids Special Help at Boston Medical Center,hospital,771 Albany St,2118.0,42.33393096923828,-71.07325744628906
1491,"Emily M Bearse, CNM",healthcare,"850 Harrison Avenue, 4th Floor",2118.0,42.334643,-71.074169
1492,Pharmacy Residency Program at Boston Medical Center,healthcare,"850 Harrison Avenue, Basement Floor, Suite C7",2118.0,42.334695,-71.074036
1493,"Haben F Kefella, MD",healthcare,"850 Harrison Avenue, 3rd Floor",2118.0,42.334589,-71.0742
1494,"Xinning Li, M.D.",healthcare,850 Harrison Avenue,2118.0,42.334534,-71.074075
1495,Pediatric Rheumatology,healthcare,"850 Harrison Avenue, 6th Floor",2118.0,42.334523,-71.074057
1496,"Katharine B Hutchinson, CNM",healthcare,850 Harrison Avenue,2118.0,42.334523,-71.074057
1497,Pediatrics - Menstrual Disorders Clinic at Boston Medical Center,healthcare,"850 Harrison Avenue, 6th Floor",2118.0,42.334585,-71.073935
1498,"Cara M Delaney, MD",healthcare,850 Harrison Avenue,2118.0,42.334482,-71.07407
1499,Menino Pavilion at Boston Medical Center,healthcare,840 Harrison Avenue,2118.0,42.334863,-71.073476
1500,Transgender Medicine and Surgery at Boston Medical Center,healthcare,One Boston Medical Center Place,2118.0,42.334766,-71.073462
1501,Boston Trauma,hospital,1 Boston Medical Ctr Pl,2118.0,42.334473,-71.073268
1502,Bereavement Committee at Boston Medical Center,healthcare,"840 Harrison Avenue, 5th Floor, Suite 5104",2118.0,42.334821,-71.073451
1503,Pediatrics - The Birthplace & Well Baby Unit at Boston Medical Center,healthcare,"840 Harrison Avenue, 3rd Floor",2118.0,42.334821,-71.073451
1504,Program for Integrative Medicine and Health Disparities,healthcare,One Boston Medical Center Place,2118.0,42.334617,-71.073373
1505,Mikhail Higgins,healthcare,840 Harrison Avenue,2118.0,42.334821,-71.073451
1506,Katherine A Jamieson PA,healthcare,1 Boston Medical Ctr Pl 1,2118.0,42.334473,-71.073268
1507,BU Cosmetic & Laser Center at Boston Medical Center,healthcare,"725 Albany Street, 8th Floor, Suite 8B",2118.0,42.3348,-71.072159
1508,Rheumatology and Arthritis at Boston Medical Center,healthcare,"725 Albany Street, 6th Floor, Suite 6B",2118.0,42.334713,-71.072117
1509,Center for Digestive Disorders at Boston Medical Center,healthcare,"725 Albany Street, 6th Floor",2118.0,42.334788,-71.072109
1510,Oral & Maxillofacial Surgery at Boston Medical Center,healthcare,"725 Albany Street, 6th Floor, Suite 6A",2118.0,42.334805,-71.072115
1511,"Jose R Rios, MD",healthcare,725 Albany Street,2118.0,42.334809,-71.072114
1512,"Alexis F Gallardo Foreman, NP",healthcare,"725 Albany Street, 9th Floor Suite 9B",2118.0,42.334772,-71.072098
1513,"Lisa Y Shen, MD",healthcare,"725 Albany Street, 8th Floor",2118.0,42.334803,-71.072087
1514,"Jessie J Brown, NP",healthcare,"725 Albany Street, 7th Floor, Suite 7C",2118.0,42.334713,-71.072117
1515,"Priscilla J Slanetz, MD",healthcare,830 Harrison Avenue,2118.0,42.335298,-71.072751
1516,"Emily C Johnson, NP",healthcare,"830 Harrison Avenue, 3rd Floor",2118.0,42.335267,-71.072783
1517,Boston City Hospital,hospital,818 Harrison Ave,2118.0,42.3354487883058,-71.0742499569516
1518,Acute Care & Trauma Surgery at Boston Medical Center,healthcare,840 Harrison Avenue,2118.0,42.335024,-71.073438
1519,Alan B Weitberg MD,healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1520,"Christopher D Brook, Md",healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1521,Conrade Jaffe MD,healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1522,Anuradha Rebello MD,healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1523,Nagaraj-Set Holalkere MD,healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1524,Donette W Campbell MD,healthcare,820 Harrison Ave,2118.0,42.33547592163086,-71.07381439208984
1525,"Lynsie Adams, NP",healthcare,"830 Harrison Ave, 3rd Floor",2118.0,42.335332,-71.072867
1526,"Linda M Armstrong, NP",healthcare,"830 Harrison Avenue, 3rd Floor",2118.0,42.335311,-71.072838
1527,Jennifer Sinclair MD,healthcare,75 E Concord St,2118.0,42.33602142333984,-71.07272338867188
1528,"Elizabeth Tiani, NP",healthcare,"830 Harrison Avenue, 3rd Floor, Suite 3200",2118.0,42.335267,-71.072783
1529,Oscar Manrique MD,healthcare,42 Worcester Sq,2118.0,42.33623886108398,-71.07379150390625
1530,Yawkey Ambulatory Care Center at Boston Medical Center,healthcare,850 Harrison Avenue,2118.0,42.3351124277283,-71.07448210077
1531,Refugee Women's Health Clinic at Boston Medical Center,hospital,850 Harrison Ave,2118.0,42.33546447753906,-71.07447052001953
