"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
LABORER,Journey,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
Total for Contractor,Journey,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,72.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,72.00
Rise Engineering,,,,,,,,,,,
GLAZIER,Journey,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00,
"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
INSULATOR (PIPES & TANKS),Journey,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",203.00,"0.00 0.00203.000.000.000.00","0.000.00 203.00",,,,,,,,
"",,,,,,,,,0.00,203.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,203.00,0.00,0.00,203.00,0.00,0.00,0.00,0.00,0.00,203.00,
Total  Journey Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,159.25,159.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.25,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DOC1507 DC1 C New Food Servicing Building - MCI ShirleyProject Code:DOC1507 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,374.50,374.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,374.50,374.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.50
"TC Controls & Services, Inc",,,,,,,,,,,
ELECTRICIAN,Journey,2.75,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.75,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",2.75,"2.750.000.000.000.000.00","0.000.002.75",,,,,,,,
"",,,,,,,,,,0.00,2.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.75,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75
"William F. Lynch Co., Inc.",,,,,,,,,,,
ADS/SUBMERSIBLE PILOT,Journey,16.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
SHEETMETAL WORKER,Journey,176.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,176.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DOC1507 DC1 C New Food Servicing Building - MCI ShirleyProject Code:DOC1507 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,192.00,176.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,192.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,192.00,176.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,192.00,
Total  Journey Hours,"2,138.61","1,554.61",0.00,568.00,0.00,0.00,16.00,0.00,0.00,"2,138.61",
Total Apprentice Hours,192.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"2,330.61","1,746.61",0.00,568.00,0.00,0.00,16.00,0.00,0.00,"2,330.61",
"Project Name:DPH1306 EC1 C Energy Water Upgrades Pappas Rehabilitation HospitalProject Code:DPH1306 EC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Stellar Building Technologies,,,,,,,,,,,
ELECTRICIAN,Journey,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",40.00,"40.000.000.000.000.000.00","0.000.0040.00",,,,,,,,
"",,,,,,,,0.00,40.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
Total  Journey Hours,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DYS1404E ES1 C Western Youth Center Comprehensive Design Build Energy ProjectProject Code:DYS1404E ES1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
LABORER,Journey,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Total for Contractor,Journey,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,10.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
"General Mechanical Contractors, Inc.",,,,,,,,,,,
SHEETMETAL WORKER,Journey,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",3.50,"3.500.000.000.000.000.00","0.000.003.50",,,,,,,,
"",,,,,,,,,0.00,3.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,
"Sullivan & Narey Construction Company, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DYS1404E ES1 C Western Youth Center Comprehensive Design Build Energy ProjectProject Code:DYS1404E ES1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
BRICK/STONE/ARTIFICIAL MASONRY,Journey,102.50,102.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,102.50,102.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.50
LABORER: MASON TENDER,Journey,50.50,50.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,50.50,50.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.50
Total for Contractor,Journey,153.00,153.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,153.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,153.00,153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.00,
Total  Journey Hours,166.50,166.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.50,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,166.50,166.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.50,
"Project Name:EPS1401E EC1 C MEMA Headquarters Energy and Water UpgradesProject Code:EPS1401E EC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
andy ramos electric llc,,,,,,,,,,,
ELECTRICIAN,Journey,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
LABORER,Journey,102.50,102.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,102.50,102.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.50
Total for Contractor,Journey,202.50,202.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,202.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,202.50,202.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202.50
"Professional Fire Systems, Inc.",,,,,,,,,,,
"FIELDENG.INST.PERSON-BLDG,SITE,HVY/HWY",Journey,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
SPRINKLER FITTER,Journey,294.00,294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,294.00,294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.00,
"Project Name:EPS1401E EC1 C MEMA Headquarters Energy and Water UpgradesProject Code:EPS1401E EC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,298.00,298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,298.00,298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.00,
Total  Journey Hours,500.50,500.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.50,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,500.50,500.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.50,
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Adams Plumbing & Heating, Inc.",,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
PLUMBERS & GASFITTERS,Journey,159.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,159.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00
SHEETMETAL WORKER,Journey,121.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,121.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00
Total for Contractor,Journey,294.00,294.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,294.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,294.00,294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.00
Archer Corp,,,,,,,,,,,
CARPENTER,Journey,134.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,134.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,134.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,134.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00
Authorized Services of New England,,,,,,,,,,,
GENERATOR/LIGHTING PLANT/HEATERS,Journey,9.25,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.25
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,9.25,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.25
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",9.25,"9.250.000.000.000.000.00","0.000.009.25",,,,,,,,
"",,,,,,,,,0.00,9.25,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,9.25,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.25
"Bay State Building Specialties, INC",,,,,,,,,,,
CARPENTER,Journey,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
"",Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",A/J Ratio,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
Total for Contractor,Journey,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,72.00,,
Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
A/J Ratio,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Blue Construction, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
LABORER: CARPENTER TENDER,Journey,104.00,0.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,104.00
