"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",1.00,"1.00 0.000.000.000.000.00","0.000.00 1.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
Total for Contractor,Journey,137.00,137.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,137.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,137.00,137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00
"Baystate Contracting Services, Inc.",,,,,,,,,,,
"LABORER: HAZARDOUSWASTE/ASBESTOS REMOVER",Journey,75.00,25.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,75.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,75.00,25.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,75.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",75.00,"25.000.0050.000.000.000.00","0.000.0075.00",,,,,,,,
"",,,,,,,,,0.00,75.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,75.00,25.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,75.00,
"General Mechanical Contractors, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DYS1404E ES1 C Western Youth Center Comprehensive Design Build Energy ProjectProject Code:DYS1404E ES1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
PLUMBERS & GASFITTERS,Journey,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",5.00,"5.000.000.000.000.000.00","0.000.005.00",,,,,,,,
"",,,,,,,,,,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"Lizotte Glass, Inc.",,,,,,,,,,,
"GLAZIER (GLASS PLANK/AIRBARRIER/INTERIOR SYSTEMS)",Journey,21.50,13.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,21.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,21.50,13.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,21.50
Total for Contractor,Journey,21.50,13.00,0.00,8.50,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,21.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,21.50,13.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,21.50
"Sullivan & Narey Construction Company, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,88.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,88.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:DYS1404E ES1 C Western Youth Center Comprehensive Design Build Energy ProjectProject Code:DYS1404E ES1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER: MASON TENDER,Journey,56.50,56.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,56.50,56.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",144.50,"144.500.000.000.000.000.00","0.000.00144.50",,,,,,,,
"",,,,,,,,,0.00,144.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,144.50,144.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.50,
Total  Journey Hours,383.00,324.50,0.00,58.50,0.00,0.00,0.00,0.00,0.00,383.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,383.00,324.50,0.00,58.50,0.00,0.00,0.00,0.00,0.00,383.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:EPS1401E EC1 C MEMA Headquarters Energy and Water UpgradesProject Code:EPS1401E EC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
andy ramos electric llc,,,,,,,,,,,
ELECTRICIAN,Journey,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
LABORER,Journey,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Total for Contractor,Journey,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,40.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
Dagle Electrical Construction Corp.,,,,,,,,,,,
ELECTRICIAN,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
A/J Ratio,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",8.00,"8.000.000.000.000.000.00","0.000.008.00",,,,,,,,
"",,,,,,,,,0.00,8.00,
Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
A/J Ratio,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"Professional Fire Systems, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:EPS1401E EC1 C MEMA Headquarters Energy and Water UpgradesProject Code:EPS1401E EC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"FIELDENG.INST.PERSON-BLDG,SITE,HVY/HWY",Journey,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",25.00,"25.000.000.000.000.000.00","0.000.0025.00",,,,,,,,
"",,,,,,,,,0.00,25.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,
Total  Journey Hours,73.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,
Total Apprentice Hours,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Adams Plumbing & Heating, Inc.",,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
PLUMBERS & GASFITTERS,Journey,135.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,135.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00
SHEETMETAL WORKER,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
Total for Contractor,Journey,175.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,175.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,175.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00
Archer Corp,,,,,,,,,,,
CARPENTER,Journey,254.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,254.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00,
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,254.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,254.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00
Ayotte and King for Tile Inc.,,,,,,,,,,,
"MARBLE MASONS, TILELAYERS &TERRAZZO MECH",Journey,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",180.00,"180.000.000.000.000.000.00","0.000.00180.00",,,,,,,,
"",,,,,,,,,,0.00,180.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00
"Blue Construction, Inc.",,,,,,,,,,,
LABORER,Journey,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
LABORER: CARPENTER TENDER,Journey,80.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,80.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,80.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,80.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,192.00,112.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,192.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,192.00,112.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,192.00
"Central Ceilings, Inc.",,,,,,,,,,,
CARPENTER,Journey,440.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00
"",Apprentice,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00
"",A/J Ratio,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,460.00,440.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,460.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",440.00,"440.000.000.000.000.000.00","0.000.00440.00",,,,,,,,
"",,,,,,,,,,0.00,440.00
"",Apprentice,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00
"",A/J Ratio,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,460.00,440.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,460.00
"Chandler Architectural Products, Inc.",,,,,,,,,,,
GLAZIER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,29.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,29.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
"GLAZIER (GLASS PLANK/AIRBARRIER/INTERIOR SYSTEMS)",Journey,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
"",Apprentice,29.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
"",A/J Ratio,0.45,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,93.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00
John W. Egan Company Inc.,,,,,,,,,,,
"PAINTER / TAPER (BRUSH, NEW)",Journey,366.00,366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,366.00,366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",366.00,"366.000.000.000.000.000.00","0.000.00366.00",,,,,,,,
"",,,,,,,,,0.00,366.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,366.00,366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00
"K&M Fire Protection Services, Inc.",,,,,,,,,,,
SPRINKLER FITTER,Journey,55.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00
"",Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",A/J Ratio,0.44,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,79.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00
Total for Contractor,Journey,55.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,55.00,,
Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
A/J Ratio,0.44,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,79.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,
MTJ Landscapes,,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,32.00,24.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,24.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,32.00
"SPECIALIZED EARTH MOVING EQUIP < 35TONS",Journey,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
